"","Gene","Clinical.feature","Cancer","Sample.type","comparison","comp.x","comp.y","p.value","p.adj","log2FC","method"
"202","ACE2","age.group","UCS","Tumor","younger-older",3.73383518332648,3.68920491227497,0.932180920783676,0.969972039193825,0.0446302710515196,"Welch Two Sample t-test"
"203","ACE2","age.group","UVM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"204","ACE2","age.group","UVM","Tumor","younger-older",2.64800476060502,2.40538218156718,0.231235271560755,0.580639133939802,0.242622579037841,"Welch Two Sample t-test"
"205","TMPRSS2","age.group","ACC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"206","TMPRSS2","age.group","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"207","TMPRSS2","age.group","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"208","TMPRSS2","age.group","BLCA","Tumor","younger-older",8.86745233020163,9.02992743359314,0.643154420301681,0.841680877558809,-0.162475103391508,"Welch Two Sample t-test"
"209","TMPRSS2","age.group","BRCA","Normal","younger-older",8.90685798395043,8.3220560980677,0.336918470462051,0.603862347630429,0.584801885882722,"Welch Two Sample t-test"
"210","TMPRSS2","age.group","BRCA","Tumor","younger-older",7.7756366936291,7.49320252246145,0.0292419759493891,0.250181349789218,0.282434171167649,"Welch Two Sample t-test"
"211","TMPRSS2","age.group","CESC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"212","TMPRSS2","age.group","CESC","Tumor","younger-older",8.04749419378356,7.99899498508755,0.919557965653472,0.969944703497498,0.0484992086960103,"Welch Two Sample t-test"
"213","TMPRSS2","age.group","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"214","TMPRSS2","age.group","CHOL","Tumor","younger-older",10.3300150961115,9.70677578064793,0.389350046311799,0.629133820188147,0.623239315463557,"Welch Two Sample t-test"
"215","TMPRSS2","age.group","COAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"216","TMPRSS2","age.group","COAD","Tumor","younger-older",11.7370076496131,11.8059553034266,0.362766591588047,0.617023681161042,-0.0689476538134794,"Welch Two Sample t-test"
"217","TMPRSS2","age.group","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"218","TMPRSS2","age.group","DLBC","Tumor","younger-older",2.77283080543884,2.36260847562503,0.368611549784519,0.617023681161042,0.410222329813803,"Welch Two Sample t-test"
"219","TMPRSS2","age.group","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"220","TMPRSS2","age.group","ESCA","Tumor","younger-older",8.06046275582237,10.0968641868045,8.94820322939566e-05,0.00482560042686187,-2.03640143098216,"Welch Two Sample t-test"
"221","TMPRSS2","age.group","GBM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"222","TMPRSS2","age.group","GBM","Tumor","younger-older",2.89119670150522,3.2414819065571,0.19573512345026,0.533580164035811,-0.350285205051884,"Welch Two Sample t-test"
"223","TMPRSS2","age.group","HNSC","Normal","younger-older",9.12458498510602,10.2075025186631,0.0914574707191884,0.41992017908225,-1.08291753355707,"Welch Two Sample t-test"
"224","TMPRSS2","age.group","HNSC","Tumor","younger-older",6.22943259446619,5.98364094717695,0.339347166172236,0.603862347630429,0.245791647289236,"Welch Two Sample t-test"
"225","TMPRSS2","age.group","KICH","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"226","TMPRSS2","age.group","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"227","TMPRSS2","age.group","KIRC","Normal","younger-older",11.1077567947505,11.3055893189655,0.464803955573172,0.67528121847423,-0.19783252421502,"Welch Two Sample t-test"
"228","TMPRSS2","age.group","KIRC","Tumor","younger-older",4.29943589915829,4.2130402180484,0.677717070242158,0.841680877558809,0.0863956811098854,"Welch Two Sample t-test"
"229","TMPRSS2","age.group","KIRP","Normal","younger-older",11.2587970754756,11.3749403215747,0.562127445264001,0.75943204970828,-0.116143246099096,"Welch Two Sample t-test"
"230","TMPRSS2","age.group","KIRP","Tumor","younger-older",5.91517275615218,5.99462974072133,0.746661132369074,0.880026319111696,-0.0794569845691502,"Welch Two Sample t-test"
"231","TMPRSS2","age.group","LAML","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"232","TMPRSS2","age.group","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"233","TMPRSS2","age.group","LGG","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"234","TMPRSS2","age.group","LGG","Tumor","younger-older",3.19952252647138,2.83965449040971,0.0472469395336381,0.298770779647138,0.359868036061666,"Welch Two Sample t-test"
"235","TMPRSS2","age.group","LIHC","Normal","younger-older",10.9101377798351,10.9639395257815,0.826910291168165,0.884334616943732,-0.0538017459463731,"Welch Two Sample t-test"
"236","TMPRSS2","age.group","LIHC","Tumor","younger-older",9.49017517972251,9.52622227958554,0.823923547661078,0.884334616943732,-0.0360470998630298,"Welch Two Sample t-test"
"237","TMPRSS2","age.group","LUAD","Normal","younger-older",11.9329769614688,11.7838264838636,0.255777015267229,0.596813035623534,0.149150477605225,"Welch Two Sample t-test"
"238","TMPRSS2","age.group","LUAD","Tumor","younger-older",10.4018599062055,10.709373630655,0.0504418199404259,0.298770779647138,-0.307513724449494,"Welch Two Sample t-test"
"239","TMPRSS2","age.group","LUSC","Normal","younger-older",11.5590261039468,11.8484978438095,0.124621205107293,0.479791639663078,-0.289471739862627,"Welch Two Sample t-test"
"240","TMPRSS2","age.group","LUSC","Tumor","younger-older",7.86442408080635,8.09459897408373,0.250213713694603,0.596813035623534,-0.230174893277385,"Welch Two Sample t-test"
"241","TMPRSS2","age.group","MESO","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"242","TMPRSS2","age.group","MESO","Tumor","younger-older",2.82375940135705,3.36181847310065,0.200958763078422,0.533580164035811,-0.538059071743599,"Welch Two Sample t-test"
"243","TMPRSS2","age.group","OV","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"244","TMPRSS2","age.group","OV","Tumor","younger-older",5.21979343698695,5.47816515035743,0.330865964312798,0.603862347630429,-0.258371713370487,"Welch Two Sample t-test"
"245","TMPRSS2","age.group","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"246","TMPRSS2","age.group","PAAD","Tumor","younger-older",10.2171155216289,10.6964031457379,0.0406246080143669,0.284372256100568,-0.479287624108983,"Welch Two Sample t-test"
"247","TMPRSS2","age.group","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"248","TMPRSS2","age.group","PCPG","Tumor","younger-older",1.82295891396504,1.73002731348036,0.298060580968312,0.603862347630429,0.0929316004846792,"Welch Two Sample t-test"
"249","TMPRSS2","age.group","PRAD","Normal","younger-older",14.0117393018402,14.0260994139001,0.97079823538096,0.983859729756758,-0.0143601120598333,"Welch Two Sample t-test"
"250","TMPRSS2","age.group","PRAD","Tumor","younger-older",14.6722767361214,14.7127596127827,0.717206327938059,0.876585511924294,-0.040482876661283,"Welch Two Sample t-test"
"251","TMPRSS2","age.group","READ","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"252","TMPRSS2","age.group","READ","Tumor","younger-older",11.6385284384439,11.8199510011102,0.179057874678933,0.524952076031917,-0.181422562666235,"Welch Two Sample t-test"
"253","TMPRSS2","age.group","SARC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"254","TMPRSS2","age.group","SARC","Tumor","younger-older",2.54512748039207,2.69747853138417,0.392187316480923,0.629133820188147,-0.1523510509921,"Welch Two Sample t-test"
"255","TMPRSS2","age.group","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"256","TMPRSS2","age.group","SKCMmets","Tumor","younger-older",3.88166538833464,3.92984072211411,0.800023926465178,0.880026319111696,-0.0481753337794717,"Welch Two Sample t-test"
"257","TMPRSS2","age.group","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"258","TMPRSS2","age.group","SKCMprimary","Tumor","younger-older",4.05270372914933,3.57120284553031,0.0981631587465,0.41992017908225,0.481500883619028,"Welch Two Sample t-test"
"259","TMPRSS2","age.group","STAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"260","TMPRSS2","age.group","STAD","Tumor","younger-older",10.8997124209665,11.1914839560544,0.0895624192284405,0.41992017908225,-0.291771535087891,"Welch Two Sample t-test"
"261","TMPRSS2","age.group","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"262","TMPRSS2","age.group","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"263","TMPRSS2","age.group","THCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"264","TMPRSS2","age.group","THCA","Tumor","younger-older",8.56284622307129,8.21388014797887,0.0569601744484747,0.313280959466611,0.348966075092422,"Welch Two Sample t-test"
"265","TMPRSS2","age.group","THYM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"266","TMPRSS2","age.group","THYM","Tumor","younger-older",3.97326997282817,3.72503065758483,0.444841049662753,0.658706938923692,0.248239315243336,"Welch Two Sample t-test"
"267","TMPRSS2","age.group","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"268","TMPRSS2","age.group","UCEC","Tumor","younger-older",8.94810587607783,8.79141918249415,0.327654194849159,0.603862347630429,0.15668669358368,"Welch Two Sample t-test"
"269","TMPRSS2","age.group","UCS","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"270","TMPRSS2","age.group","UCS","Tumor","younger-older",5.41473334708601,6.20508825268315,0.316280451330196,0.603862347630429,-0.790354905597138,"Welch Two Sample t-test"
"271","TMPRSS2","age.group","UVM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"272","TMPRSS2","age.group","UVM","Tumor","younger-older",2.18554464219363,2.512667725013,0.17277293497231,0.524952076031917,-0.32712308281937,"Welch Two Sample t-test"
"273","ACE2","race","ACC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"274","ACE2","race","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"275","ACE2","race","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"276","ACE2","race","BLCA","Tumor","ASIAN-WHITE",4.89286071931816,4.8943620486119,0.999988432922797,0.999988432922797,-0.00150132929374003,"Tukey HSD test with ANOVA fit"
"277","ACE2","race","BLCA","Tumor","AA-WHITE",5.18991704549284,4.8943620486119,0.780270004300276,0.999988432922797,0.295554996880941,"Tukey HSD test with ANOVA fit"
"278","ACE2","race","BLCA","Tumor","AA-ASIAN",5.18991704549284,4.89286071931816,0.838310653267979,0.999988432922797,0.297056326174681,"Tukey HSD test with ANOVA fit"
"279","ACE2","race","BRCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"280","ACE2","race","BRCA","Tumor","ASIAN-WHITE",3.75198958115077,3.12234744902748,0.0422826629251455,0.317186188477255,0.629642132123295,"Tukey HSD test with ANOVA fit"
"281","ACE2","race","BRCA","Tumor","AA-WHITE",3.57378430034627,3.12234744902748,0.0149887367998919,0.179864841598703,0.45143685131879,"Tukey HSD test with ANOVA fit"
"282","ACE2","race","BRCA","Tumor","AA-ASIAN",3.57378430034627,3.75198958115077,0.812109861493142,0.999988432922797,-0.178205280804505,"Tukey HSD test with ANOVA fit"
"283","ACE2","race","CESC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"284","ACE2","race","CESC","Tumor","ASIAN-WHITE",5.9297346416751,5.9457478434225,0.999132370799105,0.999988432922797,-0.0160132017474011,"Tukey HSD test with ANOVA fit"
"285","ACE2","race","CESC","Tumor","AA-WHITE",6.31599313303565,5.9457478434225,0.515035629675104,0.999988432922797,0.370245289613145,"Tukey HSD test with ANOVA fit"
"286","ACE2","race","CESC","Tumor","AA-ASIAN",6.31599313303565,5.9297346416751,0.718082498677208,0.999988432922797,0.386258491360546,"Tukey HSD test with ANOVA fit"
"287","ACE2","race","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"288","ACE2","race","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"289","ACE2","race","COAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"290","ACE2","race","COAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"291","ACE2","race","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"292","ACE2","race","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"293","ACE2","race","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"294","ACE2","race","ESCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"295","ACE2","race","GBM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"296","ACE2","race","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"297","ACE2","race","HNSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"298","ACE2","race","HNSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"299","ACE2","race","KICH","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"300","ACE2","race","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"301","ACE2","race","KIRC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"302","ACE2","race","KIRC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"303","ACE2","race","KIRP","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"304","ACE2","race","KIRP","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"305","ACE2","race","LAML","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"306","ACE2","race","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"307","ACE2","race","LGG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"308","ACE2","race","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"309","ACE2","race","LIHC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"310","ACE2","race","LIHC","Tumor","ASIAN-WHITE",4.81487285299458,5.3866202403734,0.145405268774738,0.614805654750504,-0.571747387378826,"Tukey HSD test with ANOVA fit"
"311","ACE2","race","LIHC","Tumor","AA-WHITE",6.14067175328163,5.3866202403734,0.538361327166192,0.999988432922797,0.75405151290823,"Tukey HSD test with ANOVA fit"
"312","ACE2","race","LIHC","Tumor","AA-ASIAN",6.14067175328163,4.81487285299458,0.153701413687626,0.614805654750504,1.32579890028706,"Tukey HSD test with ANOVA fit"
"313","ACE2","race","LUAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"314","ACE2","race","LUAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"315","ACE2","race","LUSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"316","ACE2","race","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"317","ACE2","race","MESO","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"318","ACE2","race","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"319","ACE2","race","OV","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"320","ACE2","race","OV","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"321","ACE2","race","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"322","ACE2","race","PAAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"323","ACE2","race","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"324","ACE2","race","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"325","ACE2","race","PRAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"326","ACE2","race","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"327","ACE2","race","READ","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"328","ACE2","race","READ","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"329","ACE2","race","SARC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"330","ACE2","race","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"331","ACE2","race","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"332","ACE2","race","SKCMmets","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"333","ACE2","race","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"334","ACE2","race","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"335","ACE2","race","STAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"336","ACE2","race","STAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"337","ACE2","race","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"338","ACE2","race","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"339","ACE2","race","THCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"340","ACE2","race","THCA","Tumor","ASIAN-WHITE",5.34225229565741,5.35103253409282,0.996846453604776,0.999988432922797,-0.00878023843540898,"Tukey HSD test with ANOVA fit"
"341","ACE2","race","THCA","Tumor","AA-WHITE",5.40055827360202,5.35103253409282,0.944840176742871,0.999988432922797,0.0495257395092032,"Tukey HSD test with ANOVA fit"
"342","ACE2","race","THCA","Tumor","AA-ASIAN",5.40055827360202,5.34225229565741,0.94591622512883,0.999988432922797,0.0583059779446122,"Tukey HSD test with ANOVA fit"
"343","ACE2","race","THYM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"344","ACE2","race","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"345","ACE2","race","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"346","ACE2","race","UCEC","Tumor","ASIAN-WHITE",4.63942196264111,4.87089478103862,0.770720326910081,0.999988432922797,-0.231472818397505,"Tukey HSD test with ANOVA fit"
"347","ACE2","race","UCEC","Tumor","AA-WHITE",4.65026232429997,4.87089478103862,0.363966084084437,0.999988432922797,-0.220632456738642,"Tukey HSD test with ANOVA fit"
"348","ACE2","race","UCEC","Tumor","AA-ASIAN",4.65026232429997,4.63942196264111,0.999492898532941,0.999988432922797,0.0108403616588637,"Tukey HSD test with ANOVA fit"
"349","ACE2","race","UCS","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"350","ACE2","race","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"351","ACE2","race","UVM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"352","ACE2","race","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"353","TMPRSS2","race","ACC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"354","TMPRSS2","race","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"355","TMPRSS2","race","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"356","TMPRSS2","race","BLCA","Tumor","ASIAN-WHITE",10.4895657643271,8.88923635223756,0.007803439597727,0.179864841598703,1.60032941208958,"Tukey HSD test with ANOVA fit"
"357","TMPRSS2","race","BLCA","Tumor","AA-WHITE",8.09868021227766,8.88923635223756,0.510090200695262,0.999988432922797,-0.790556139959897,"Tukey HSD test with ANOVA fit"
"358","TMPRSS2","race","BLCA","Tumor","AA-ASIAN",8.09868021227766,10.4895657643271,0.0144313294175178,0.179864841598703,-2.39088555204948,"Tukey HSD test with ANOVA fit"
"359","TMPRSS2","race","BRCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"360","TMPRSS2","race","BRCA","Tumor","ASIAN-WHITE",8.01227038624592,7.64995908586395,0.293350543886349,0.960056325446232,0.362311300381972,"Tukey HSD test with ANOVA fit"
"361","TMPRSS2","race","BRCA","Tumor","AA-WHITE",7.96522285705382,7.64995908586395,0.0910505630050498,0.546303378030299,0.315263771189872,"Tukey HSD test with ANOVA fit"
"362","TMPRSS2","race","BRCA","Tumor","AA-ASIAN",7.96522285705382,8.01227038624592,0.983289588714045,0.999988432922797,-0.0470475291921,"Tukey HSD test with ANOVA fit"
"363","TMPRSS2","race","CESC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"364","TMPRSS2","race","CESC","Tumor","ASIAN-WHITE",7.95220537285354,8.19315075639233,0.906367907847844,0.999988432922797,-0.240945383538787,"Tukey HSD test with ANOVA fit"
"365","TMPRSS2","race","CESC","Tumor","AA-WHITE",7.45319836288013,8.19315075639233,0.267085989745411,0.960056325446232,-0.739952393512199,"Tukey HSD test with ANOVA fit"
"366","TMPRSS2","race","CESC","Tumor","AA-ASIAN",7.45319836288013,7.95220537285354,0.758182948798231,0.999988432922797,-0.499007009973411,"Tukey HSD test with ANOVA fit"
"367","TMPRSS2","race","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"368","TMPRSS2","race","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"369","TMPRSS2","race","COAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"370","TMPRSS2","race","COAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"371","TMPRSS2","race","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"372","TMPRSS2","race","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"373","TMPRSS2","race","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"374","TMPRSS2","race","ESCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"375","TMPRSS2","race","GBM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"376","TMPRSS2","race","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"377","TMPRSS2","race","HNSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"378","TMPRSS2","race","HNSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"379","TMPRSS2","race","KICH","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"380","TMPRSS2","race","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"381","TMPRSS2","race","KIRC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"382","TMPRSS2","race","KIRC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"383","TMPRSS2","race","KIRP","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"384","TMPRSS2","race","KIRP","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"385","TMPRSS2","race","LAML","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"386","TMPRSS2","race","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"387","TMPRSS2","race","LGG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"388","TMPRSS2","race","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"389","TMPRSS2","race","LIHC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"390","TMPRSS2","race","LIHC","Tumor","ASIAN-WHITE",9.29823585293916,9.68977695873408,0.0440536372885076,0.317186188477255,-0.391541105794918,"Tukey HSD test with ANOVA fit"
"391","TMPRSS2","race","LIHC","Tumor","AA-WHITE",9.48340796770355,9.68977695873408,0.850583509895169,0.999988432922797,-0.20636899103053,"Tukey HSD test with ANOVA fit"
"392","TMPRSS2","race","LIHC","Tumor","AA-ASIAN",9.48340796770355,9.29823585293916,0.879382668057496,0.999988432922797,0.185172114764388,"Tukey HSD test with ANOVA fit"
"393","TMPRSS2","race","LUAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"394","TMPRSS2","race","LUAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"395","TMPRSS2","race","LUSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"396","TMPRSS2","race","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"397","TMPRSS2","race","MESO","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"398","TMPRSS2","race","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"399","TMPRSS2","race","OV","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"400","TMPRSS2","race","OV","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"401","TMPRSS2","race","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"402","TMPRSS2","race","PAAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"403","TMPRSS2","race","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"404","TMPRSS2","race","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"405","TMPRSS2","race","PRAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"406","TMPRSS2","race","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"407","TMPRSS2","race","READ","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"408","TMPRSS2","race","READ","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"409","TMPRSS2","race","SARC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
