"","Cancer","Sample.type","Sample.total","Sample.xcell.isNA","Sample.gene.isNA","Sample.xcell.pass","Gene1","Gene2","estimate","statistic","p.value","method","alternative","p.adj","p.value.2","p.adj.2"
"668","STAD","Normal",30,0,0,30,"CD4..Tem","ACE2",0.550939858519521,2018.52533595475,0.00160425402311627,"Spearman's rank correlation rho","two.sided",0.00963916554150272,0.00160425402311627,0.00965398000036588
"669","TGCT","Tumor",134,0,0,134,"CD4..Tem","ACE2",-0.273092762671725,510503.832367548,0.00141011219979592,"Spearman's rank correlation rho","two.sided",0.00870002299020546,0.00141011219979592,0.00869831647305583
"670","TGCT","Normal",0,0,0,0,"CD4..Tem","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"671","THCA","Tumor",502,0,0,502,"CD4..Tem","ACE2",0.193053845595708,17013855.2629449,1.32643329158702e-05,"Spearman's rank correlation rho","two.sided",0.000158300978757693,1.32643329158702e-05,0.000158338088009484
"672","THCA","Normal",58,0,0,58,"CD4..Tem","ACE2",0.197953596742252,26073.7265235061,0.136346389364315,"Spearman's rank correlation rho","two.sided",0.309639194125815,0.136346389364315,0.311093001043026
"673","THYM","Tumor",119,0,0,119,"CD4..Tem","ACE2",-0.13689493122518,319285.572485279,0.137654249928094,"Spearman's rank correlation rho","two.sided",0.311535735645145,0.137654249928094,0.313057874532218
"674","THYM","Normal",2,0,0,2,"CD4..Tem","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"675","UCEC","Tumor",530,0,0,530,"CD4..Tem","ACE2",0.0378763586604481,23872928.5710298,0.384173215145638,"Spearman's rank correlation rho","two.sided",0.605632173864041,0.384173215145638,0.606610305411875
"676","UCEC","Normal",22,0,0,22,"CD4..Tem","ACE2",0.242628852727554,1341.3043018195,0.276612392849901,"Spearman's rank correlation rho","two.sided",0.493055722506309,0.276612392849901,0.494658441470623
"677","UCS","Tumor",56,0,0,56,"CD4..Tem","ACE2",-0.16201083083043,34000.4369100984,0.232895270046555,"Spearman's rank correlation rho","two.sided",0.443586940451506,0.232895270046555,0.445144233146957
"678","UCS","Normal",0,0,0,0,"CD4..Tem","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"679","UVM","Tumor",80,0,0,80,"CD4..Tem","ACE2",-0.097332642714571,93624.4210764072,0.390390162661329,"Spearman's rank correlation rho","two.sided",0.610590564221469,0.390390162661329,0.611815999053453
"680","UVM","Normal",0,0,0,0,"CD4..Tem","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"681","ACC","Tumor",79,0,0,79,"CD8..naive.T.cells","ACE2",-0.105270845126372,90809.0526355827,0.355838983850695,"Spearman's rank correlation rho","two.sided",0.579214136674948,0.355838983850695,0.580265774006207
"682","ACC","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"683","BLCA","Tumor",408,0,0,408,"CD8..naive.T.cells","ACE2",-0.118684018341958,12662925.8466775,0.0164656438452376,"Spearman's rank correlation rho","two.sided",0.0640991190327763,0.0164656438452376,0.0645453238733314
"684","BLCA","Normal",19,0,0,19,"CD8..naive.T.cells","ACE2",0.322948692783309,771.838490227028,0.177464327436398,"Spearman's rank correlation rho","two.sided",0.371855380370326,0.177464327436398,0.373649536032899
"685","BRCA","Tumor",1084,0,0,1084,"CD8..naive.T.cells","ACE2",0.0430636622561608,203151144.321464,0.156524984421649,"Spearman's rank correlation rho","two.sided",0.342032094093477,0.156524984421649,0.343461829305143
"686","BRCA","Normal",113,0,0,113,"CD8..naive.T.cells","ACE2",-0.022804192862407,245947.587432466,0.810525796424283,"Spearman's rank correlation rho","two.sided",0.90515354477789,0.810525796424283,0.905285797623887
"687","CESC","Tumor",304,0,0,304,"CD8..naive.T.cells","ACE2",-0.123757730613518,5261838.24751551,0.0309900972413377,"Spearman's rank correlation rho","two.sided",0.104605672519082,0.0309900972413377,0.105575734139785
"688","CESC","Normal",3,0,0,3,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"689","CHOL","Tumor",36,0,0,36,"CD8..naive.T.cells","ACE2",-0.147012548176333,8912.28749933011,0.392214620525482,"Spearman's rank correlation rho","two.sided",0.612089597929978,0.392214620525482,0.613406020467823
"690","CHOL","Normal",9,0,0,9,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"691","COAD","Tumor",447,0,0,447,"CD8..naive.T.cells","ACE2",0.0910241996231993,13530737.4357657,0.0544708907912941,"Spearman's rank correlation rho","two.sided",0.161603736735033,0.0544708907912941,0.163107911506805
"692","COAD","Normal",41,0,0,41,"CD8..naive.T.cells","ACE2",-0.0102944503835432,11598.1802904031,0.949065958010657,"Spearman's rank correlation rho","two.sided",0.977025859625842,0.949065958010657,0.976713074677396
"693","DLBC","Tumor",48,0,0,48,"CD8..naive.T.cells","ACE2",-0.0608655822910836,19545.3874881309,0.681105599835187,"Spearman's rank correlation rho","two.sided",0.830938381386963,0.681105599835187,0.832340632461504
"694","DLBC","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"695","ESCA","Tumor",161,0,0,161,"CD8..naive.T.cells","ACE2",0.00814415105024297,689855.580061535,0.918332669761241,"Spearman's rank correlation rho","two.sided",0.960301514442093,0.918332669761241,0.9598811803663
"696","ESCA","Normal",9,0,0,9,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"697","GBM","Tumor",152,0,0,152,"CD8..naive.T.cells","ACE2",-0.163284597933853,680842.556340334,0.0444311559619555,"Spearman's rank correlation rho","two.sided",0.13840674979138,0.0444311559619555,0.139805128754449
"698","GBM","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"699","HNSC","Tumor",500,0,0,500,"CD8..naive.T.cells","ACE2",0.0434337782195019,19928383.2399086,0.332427738153006,"Spearman's rank correlation rho","two.sided",0.554519922635445,0.332427738153006,0.555661880885189
"700","HNSC","Normal",44,0,0,44,"CD8..naive.T.cells","ACE2",0.0431289640591966,13578,0.780476869046712,"Spearman's rank correlation rho","two.sided",0.890993066045609,0.780476869046712,0.891051758047317
"701","KICH","Tumor",65,0,0,65,"CD8..naive.T.cells","ACE2",-0.410238489536717,64532.5132812001,0.00068882105818116,"Spearman's rank correlation rho","two.sided",0.00475226762591145,0.00068882105818116,0.00473983776841306
"702","KICH","Normal",24,0,0,24,"CD8..naive.T.cells","ACE2",0.0985704502815263,2073.28796435249,0.646783867664839,"Spearman's rank correlation rho","two.sided",0.809680002684843,0.646783867664839,0.811674358866408
"703","KIRC","Tumor",530,0,0,530,"CD8..naive.T.cells","ACE2",-0.0347034590842716,25673833.080876,0.42528409472526,"Spearman's rank correlation rho","two.sided",0.64333700988047,0.42528409472526,0.64536117870896
"704","KIRC","Normal",72,0,0,72,"CD8..naive.T.cells","ACE2",-0.0340614961158694,64314.4888124226,0.776375509417304,"Spearman's rank correlation rho","two.sided",0.888746901877952,0.776375509417304,0.888918159897513
"705","KIRP","Tumor",288,0,0,288,"CD8..naive.T.cells","ACE2",-0.15803819688293,4610455.78387492,0.00720449066443635,"Spearman's rank correlation rho","two.sided",0.0332808751753665,0.00720449066443635,0.0335179826011603
"706","KIRP","Normal",32,0,0,32,"CD8..naive.T.cells","ACE2",-0.186691076847685,6474.58651528097,0.306261865184318,"Spearman's rank correlation rho","two.sided",0.525430972530876,0.306261865184318,0.52674245955333
"707","LAML","Tumor",145,0,0,145,"CD8..naive.T.cells","ACE2",0.0135921623249509,501174.094165939,0.871099370405847,"Spearman's rank correlation rho","two.sided",0.936741944882636,0.871099370405847,0.936069064813875
"708","LAML","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"709","LGG","Tumor",510,0,0,510,"CD8..naive.T.cells","ACE2",0.165746170507882,18444029.877751,0.000169962105060819,"Spearman's rank correlation rho","two.sided",0.00144923451781752,0.000169962105060819,0.00144029253884175
"710","LGG","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"711","LIHC","Tumor",371,0,0,371,"CD8..naive.T.cells","ACE2",0.0920398045056923,7727413.15420122,0.0766290004177885,"Spearman's rank correlation rho","two.sided",0.208128553226965,0.0766290004177885,0.209445706944887
"712","LIHC","Normal",50,0,0,50,"CD8..naive.T.cells","ACE2",-0.202785114045618,25048,0.15747365385689,"Spearman's rank correlation rho","two.sided",0.343632902978963,0.15747365385689,0.34504504898466
"713","LUAD","Tumor",512,0,0,512,"CD8..naive.T.cells","ACE2",-0.258798699591574,28158742.8272669,2.79544259408163e-09,"Spearman's rank correlation rho","two.sided",6.89217455075708e-08,2.79544259408163e-09,6.93269763332245e-08
"714","LUAD","Normal",59,0,0,59,"CD8..naive.T.cells","ACE2",-0.00419999820002496,34363.7239384049,0.974814436642137,"Spearman's rank correlation rho","two.sided",0.988895087619263,0.974814436642137,0.98853369048679
"715","LUSC","Tumor",501,0,0,501,"CD8..naive.T.cells","ACE2",-0.17404527447131,24606227.885007,9.00842109773911e-05,"Spearman's rank correlation rho","two.sided",0.000832886142481373,9.00842109773911e-05,0.000829320705907013
"716","LUSC","Normal",49,0,0,49,"CD8..naive.T.cells","ACE2",-0.0735487819204703,21041.5561256412,0.615504470806095,"Spearman's rank correlation rho","two.sided",0.787176024148939,0.615504470806095,0.789359703420857
"717","MESO","Tumor",86,0,0,86,"CD8..naive.T.cells","ACE2",0.0266181885436613,103173.605105315,0.807790125129044,"Spearman's rank correlation rho","two.sided",0.904162059818027,0.807790125129044,0.904224907937375
"718","MESO","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"719","OV","Tumor",264,0,0,264,"CD8..naive.T.cells","ACE2",-0.206682182789237,3700387.44809782,0.000728008150246915,"Spearman's rank correlation rho","two.sided",0.00497941918679637,0.000728008150246915,0.00497567775129387
"720","OV","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"721","PAAD","Tumor",177,0,0,177,"CD8..naive.T.cells","ACE2",-0.109968990394263,1025806.70166661,0.145088980117791,"Spearman's rank correlation rho","two.sided",0.325083128752824,0.145088980117791,0.326624914114745
"722","PAAD","Normal",4,0,0,4,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"723","PCPG","Tumor",178,0,0,178,"CD8..naive.T.cells","ACE2",-0.0548655728713844,991498.743043427,0.466987661842307,"Spearman's rank correlation rho","two.sided",0.675834008858707,0.466987661842307,0.677777479949633
"724","PCPG","Normal",3,0,0,3,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"725","PRAD","Tumor",495,0,0,495,"CD8..naive.T.cells","ACE2",-0.14281449661232,23101400.7854798,0.00144387618256231,"Spearman's rank correlation rho","two.sided",0.00885679498291114,0.00144387618256231,0.00886160776287736
"726","PRAD","Normal",52,0,0,52,"CD8..naive.T.cells","ACE2",-0.131608717026414,26509.0658050608,0.35235680710889,"Spearman's rank correlation rho","two.sided",0.575540326353475,0.35235680710889,0.576700915861967
"727","READ","Tumor",159,0,0,159,"CD8..naive.T.cells","ACE2",0.132721539594894,581007.186194589,0.0953680492466723,"Spearman's rank correlation rho","two.sided",0.241783258967726,0.0953680492466723,0.243253477937609
"728","READ","Normal",10,0,0,10,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"729","SARC","Tumor",259,0,0,259,"CD8..naive.T.cells","ACE2",-0.195766364774826,3462485.00116928,0.00154544273599599,"Spearman's rank correlation rho","two.sided",0.00936336310236579,0.00154544273599599,0.00937186486675537
"730","SARC","Normal",2,0,0,2,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"731","SKCMmets","Tumor",367,0,0,367,"CD8..naive.T.cells","ACE2",0.0336083513112235,7961536.420824,0.520984635576642,"Spearman's rank correlation rho","two.sided",0.717294230508287,0.520984635576642,0.718753153292431
"732","SKCMmets","Normal",1,0,0,1,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"733","SKCMprimary","Tumor",103,0,0,103,"CD8..naive.T.cells","ACE2",-0.0762796160604256,195994.823203068,0.443782028042297,"Spearman's rank correlation rho","two.sided",0.659169637665699,0.443782028042297,0.661449857849601
"734","SKCMprimary","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"735","STAD","Tumor",374,0,0,374,"CD8..naive.T.cells","ACE2",-0.0390843085453643,9059646.20066846,0.451081995108847,"Spearman's rank correlation rho","two.sided",0.664197354372077,0.451081995108847,0.666206660739269
"736","STAD","Normal",30,0,0,30,"CD8..naive.T.cells","ACE2",-0.385277324872855,6226.82157530348,0.0355074240134035,"Spearman's rank correlation rho","two.sided",0.116484127977957,0.0355074240134035,0.11757117618825
"737","TGCT","Tumor",134,0,0,134,"CD8..naive.T.cells","ACE2",-0.29554140446935,519505.625485187,0.00052656833503735,"Spearman's rank correlation rho","two.sided",0.00377621327978871,0.00052656833503735,0.00375961128517854
"738","TGCT","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"739","THCA","Tumor",502,0,0,502,"CD8..naive.T.cells","ACE2",0.119080730105132,18573522.9972001,0.0075647144405608,"Spearman's rank correlation rho","two.sided",0.0345932052885746,0.0075647144405608,0.0348470090529548
"740","THCA","Normal",58,0,0,58,"CD8..naive.T.cells","ACE2",-0.0260543234181304,33356,0.845761046832903,"Spearman's rank correlation rho","two.sided",0.922710776924867,0.845761046832903,0.922172062562638
"741","THYM","Tumor",119,0,0,119,"CD8..naive.T.cells","ACE2",0.0861202107961829,256654,0.351207271255509,"Spearman's rank correlation rho","two.sided",0.574300630451489,0.351207271255509,0.575494978465068
"742","THYM","Normal",2,0,0,2,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"743","UCEC","Tumor",530,0,0,530,"CD8..naive.T.cells","ACE2",-0.239410393674737,30753174.0486009,2.40549821720012e-08,"Spearman's rank correlation rho","two.sided",5.13468931530535e-07,2.40549821720012e-08,5.12835339217821e-07
"744","UCEC","Normal",22,0,0,22,"CD8..naive.T.cells","ACE2",0.54488989271598,806,0.00973909213314367,"Spearman's rank correlation rho","two.sided",0.0421431054822632,0.00973909213314367,0.0424495866578056
"745","UCS","Tumor",56,0,0,56,"CD8..naive.T.cells","ACE2",-0.102498376567894,32259.1024983766,0.452224947047515,"Spearman's rank correlation rho","two.sided",0.664956747149617,0.452224947047515,0.666922033558423
"746","UCS","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"747","UVM","Tumor",80,0,0,80,"CD8..naive.T.cells","ACE2",-0.0485365420758045,89461.1377699076,0.668983366338058,"Spearman's rank correlation rho","two.sided",0.823418186371259,0.668983366338058,0.824997755701235
"748","UVM","Normal",0,0,0,0,"CD8..naive.T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"749","ACC","Tumor",79,0,0,79,"CD8..T.cells","ACE2",-0.0722656157731724,88097.3429919239,0.526798157748802,"Spearman's rank correlation rho","two.sided",0.721102449201664,0.526798157748802,0.72253399694847
"750","ACC","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"751","BLCA","Tumor",408,0,0,408,"CD8..T.cells","ACE2",0.00688301956400417,11241571.7701736,0.889762078633526,"Spearman's rank correlation rho","two.sided",0.945752140798561,0.889762078633526,0.945366633303209
"752","BLCA","Normal",19,0,0,19,"CD8..T.cells","ACE2",0.171929824561404,944,0.479957245693746,"Spearman's rank correlation rho","two.sided",0.685607015463266,0.479957245693746,0.687428366988939
"753","BRCA","Tumor",1084,0,0,1084,"CD8..T.cells","ACE2",0.192874073308425,171347402.279135,1.52250561715596e-10,"Spearman's rank correlation rho","two.sided",4.65608568785051e-09,1.52250561715596e-10,4.64861514062292e-09
"754","BRCA","Normal",113,0,0,113,"CD8..T.cells","ACE2",0.00718053601930969,238737.339586653,0.939830882502891,"Spearman's rank correlation rho","two.sided",0.97191745140642,0.939830882502891,0.971489017027486
"755","CESC","Tumor",304,0,0,304,"CD8..T.cells","ACE2",0.129540898168832,4075802.88005019,0.0238931047622205,"Spearman's rank correlation rho","two.sided",0.0857523242439984,0.0238931047622205,0.0865448419270415
"756","CESC","Normal",3,0,0,3,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"757","CHOL","Tumor",36,0,0,36,"CD8..T.cells","ACE2",0.141364825697423,6671.59530433102,0.410851101029188,"Spearman's rank correlation rho","two.sided",0.630196251180773,0.410851101029188,0.631822649924917
"758","CHOL","Normal",9,0,0,9,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"759","COAD","Tumor",447,0,0,447,"CD8..T.cells","ACE2",-0.0885152017764279,16203306.3850226,0.0615042122547549,"Spearman's rank correlation rho","two.sided",0.175753950652514,0.0615042122547549,0.177192789786577
"760","COAD","Normal",41,0,0,41,"CD8..T.cells","ACE2",-0.0830207463109625,12433.0781676499,0.605823106011608,"Spearman's rank correlation rho","two.sided",0.781327507145671,0.605823106011608,0.783485844357487
"761","DLBC","Tumor",48,0,0,48,"CD8..T.cells","ACE2",0.143707206581405,15776.3384259442,0.32982901698365,"Spearman's rank correlation rho","two.sided",0.551680877473836,0.32982901698365,0.552838926122112
"762","DLBC","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"763","ESCA","Tumor",161,0,0,161,"CD8..T.cells","ACE2",0.0740465286680989,644019.158380764,0.350558464725795,"Spearman's rank correlation rho","two.sided",0.574273086304604,0.350558464725795,0.575362839458111
"764","ESCA","Normal",9,0,0,9,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"765","GBM","Tumor",152,0,0,152,"CD8..T.cells","ACE2",0.0308055805791145,567246.233020978,0.706358704636893,"Spearman's rank correlation rho","two.sided",0.846450183875171,0.706358704636893,0.847627209089813
"766","GBM","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"767","HNSC","Tumor",500,0,0,500,"CD8..T.cells","ACE2",0.162793818979124,17441725.6707532,0.000256698462689223,"Spearman's rank correlation rho","two.sided",0.00204875648828876,0.000256698462689223,0.00203616169621373
"768","HNSC","Normal",44,0,0,44,"CD8..T.cells","ACE2",0.127186344034602,12385.225778149,0.410667167132617,"Spearman's rank correlation rho","two.sided",0.630196251180773,0.410667167132617,0.631822649924917
"769","KICH","Tumor",65,0,0,65,"CD8..T.cells","ACE2",-0.119410467760585,51224.2230047244,0.343417803953835,"Spearman's rank correlation rho","two.sided",0.567102972728543,0.343417803953835,0.568247978437773
"770","KICH","Normal",24,0,0,24,"CD8..T.cells","ACE2",-0.246886972636316,2867.84003706353,0.244813029648997,"Spearman's rank correlation rho","two.sided",0.457612601115859,0.244813029648997,0.459099990168921
"771","KIRC","Tumor",530,0,0,530,"CD8..T.cells","ACE2",0.0467931767395892,23651677.8378206,0.282237996656815,"Spearman's rank correlation rho","two.sided",0.50008799351922,0.282237996656815,0.501572994351216
"772","KIRC","Normal",72,0,0,72,"CD8..T.cells","ACE2",-0.00611989565788673,62576.6330303379,0.959309054156991,"Spearman's rank correlation rho","two.sided",0.982160774745312,0.959309054156991,0.9819083747225
"773","KIRP","Tumor",288,0,0,288,"CD8..T.cells","ACE2",-0.00671591098066659,4008001.81461453,0.909651283649261,"Spearman's rank correlation rho","two.sided",0.957689636234043,0.909651283649261,0.957384248513366
"774","KIRP","Normal",32,0,0,32,"CD8..T.cells","ACE2",0.222117346628682,4244.12775679391,0.221772490890146,"Spearman's rank correlation rho","two.sided",0.430073997356569,0.221772490890146,0.431865008239757
"775","LAML","Tumor",145,0,0,145,"CD8..T.cells","ACE2",0.207013261988709,402900.701848777,0.0124783890704875,"Spearman's rank correlation rho","two.sided",0.0515757198683373,0.0124783890704875,0.051930610953618
"776","LAML","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"777","LGG","Tumor",510,0,0,510,"CD8..T.cells","ACE2",-0.0410040973207659,23014950.6002679,0.355424149776003,"Spearman's rank correlation rho","two.sided",0.579125521353998,0.355424149776003,0.580227774642135
"778","LGG","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"779","LIHC","Tumor",371,0,0,371,"CD8..T.cells","ACE2",-0.117789847276637,9513218.76481117,0.0232658374196572,"Spearman's rank correlation rho","two.sided",0.0840397455005333,0.0232658374196572,0.0848518776481614
"780","LIHC","Normal",50,0,0,50,"CD8..T.cells","ACE2",0.105435386381724,18629.3080786006,0.466173710399508,"Spearman's rank correlation rho","two.sided",0.675205990076341,0.466173710399508,0.677178440547563
"781","LUAD","Tumor",512,0,0,512,"CD8..T.cells","ACE2",-0.050317938460708,23495124.9358426,0.255746456201727,"Spearman's rank correlation rho","two.sided",0.470446271804276,0.255746456201727,0.472027784897234
"782","LUAD","Normal",59,0,0,59,"CD8..T.cells","ACE2",0.396270360493631,20659.628263908,0.001890264210694,"Spearman's rank correlation rho","two.sided",0.0110820005937554,0.001890264210694,0.0110968554050017
"783","LUSC","Tumor",501,0,0,501,"CD8..T.cells","ACE2",-0.0884218156835744,22811688.6240042,0.0479196505597086,"Spearman's rank correlation rho","two.sided",0.146395709218486,0.0479196505597086,0.147857637056045
"784","LUSC","Normal",49,0,0,49,"CD8..T.cells","ACE2",-0.0665305081228462,20903.9979592078,0.649688594771058,"Spearman's rank correlation rho","two.sided",0.811622607011296,0.649688594771058,0.813605934703268
"785","MESO","Tumor",86,0,0,86,"CD8..T.cells","ACE2",-0.0257645811512634,108725.916779128,0.813841100442098,"Spearman's rank correlation rho","two.sided",0.905992866627964,0.813841100442098,0.9061569591875
"786","MESO","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"787","OV","Tumor",264,0,0,264,"CD8..T.cells","ACE2",-0.0308354950819405,3161139.51250838,0.617949391109011,"Spearman's rank correlation rho","two.sided",0.788831654016919,0.617949391109011,0.79094087956468
"788","OV","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"789","PAAD","Tumor",177,0,0,177,"CD8..T.cells","ACE2",0.12066907325254,812656.538557761,0.109626387964529,"Spearman's rank correlation rho","two.sided",0.266259432547677,0.109626387964529,0.267721034273503
"790","PAAD","Normal",4,0,0,4,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"791","PCPG","Tumor",178,0,0,178,"CD8..T.cells","ACE2",-0.0576167926211051,994084.694271563,0.444913091839963,"Spearman's rank correlation rho","two.sided",0.660156794306975,0.444913091839963,0.662409200200836
"792","PCPG","Normal",3,0,0,3,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"793","PRAD","Tumor",495,0,0,495,"CD8..T.cells","ACE2",0.0473989996518806,19256333.8695171,0.29257632333433,"Spearman's rank correlation rho","two.sided",0.511095758819647,0.29257632333433,0.512690770576709
"794","PRAD","Normal",52,0,0,52,"CD8..T.cells","ACE2",0.169421464005105,19457.1327842164,0.229859761836059,"Spearman's rank correlation rho","two.sided",0.439824889506517,0.229859761836059,0.441489828606635
"795","READ","Tumor",159,0,0,159,"CD8..T.cells","ACE2",-0.144946471631336,767022.540275265,0.0683149716586604,"Spearman's rank correlation rho","two.sided",0.190175726354809,0.0683149716586604,0.191458379980637
"796","READ","Normal",10,0,0,10,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"797","SARC","Tumor",259,0,0,259,"CD8..T.cells","ACE2",-0.0777156188291206,3120654.90019398,0.212562199839987,"Spearman's rank correlation rho","two.sided",0.416674315310372,0.212562199839987,0.418511965725134
"798","SARC","Normal",2,0,0,2,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"799","SKCMmets","Tumor",367,0,0,367,"CD8..T.cells","ACE2",-0.038950534621553,8559306.70763476,0.456923815097833,"Spearman's rank correlation rho","two.sided",0.669357401944246,0.456923815097833,0.671181257980232
"800","SKCMmets","Normal",1,0,0,1,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"801","SKCMprimary","Tumor",103,0,0,103,"CD8..T.cells","ACE2",0.0489696300634831,173186.434486919,0.623272983050647,"Spearman's rank correlation rho","two.sided",0.792703762475329,0.623272983050647,0.794673333979805
"802","SKCMprimary","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"803","STAD","Tumor",374,0,0,374,"CD8..T.cells","ACE2",0.00271696111515944,8695186.15565706,0.958235678724834,"Spearman's rank correlation rho","two.sided",0.981780758034742,0.958235678724834,0.981583847432001
"804","STAD","Normal",30,0,0,30,"CD8..T.cells","ACE2",0.186622537462965,3656.13169410397,0.323421763101275,"Spearman's rank correlation rho","two.sided",0.54468780383564,0.323421763101275,0.545864064612041
"805","TGCT","Tumor",134,0,0,134,"CD8..T.cells","ACE2",-0.326996713008271,532119.046932752,0.00011508550330256,"Spearman's rank correlation rho","two.sided",0.00102242861244076,0.00011508550330256,0.0010178450044634
"806","TGCT","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"807","THCA","Tumor",502,0,0,502,"CD8..T.cells","ACE2",0.210547235436526,16645020.2407002,1.94481147678326e-06,"Spearman's rank correlation rho","two.sided",2.80520313011753e-05,1.94481147678326e-06,2.81349393641311e-05
"808","THCA","Normal",58,0,0,58,"CD8..T.cells","ACE2",0.166753822018518,27088,0.21031553858762,"Spearman's rank correlation rho","two.sided",0.4139285708403,0.21031553858762,0.415705013812094
"809","THYM","Tumor",119,0,0,119,"CD8..T.cells","ACE2",-0.117098703888335,313726,0.204395944440742,"Spearman's rank correlation rho","two.sided",0.406784237613454,0.204395944440742,0.408625569138557
"810","THYM","Normal",2,0,0,2,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"811","UCEC","Tumor",530,0,0,530,"CD8..T.cells","ACE2",0.0801724799577498,22823445.6987907,0.0651363768068386,"Spearman's rank correlation rho","two.sided",0.183526108230568,0.0651363768068386,0.184874278870255
"812","UCEC","Normal",22,0,0,22,"CD8..T.cells","ACE2",-0.0302267691068718,1824.53160808827,0.893773969759931,"Spearman's rank correlation rho","two.sided",0.947864325694064,0.893773969759931,0.94741288211119
"813","UCS","Tumor",56,0,0,56,"CD8..T.cells","ACE2",0.319973102108145,19897.5870323157,0.0162154718903437,"Spearman's rank correlation rho","two.sided",0.0634358036251391,0.0162154718903437,0.063853018279798
"814","UCS","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"815","UVM","Tumor",80,0,0,80,"CD8..T.cells","ACE2",-0.0740989133261362,91642.119284986,0.513608751325829,"Spearman's rank correlation rho","two.sided",0.711728887003518,0.513608751325829,0.713071509469359
"816","UVM","Normal",0,0,0,0,"CD8..T.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"817","ACC","Tumor",79,0,0,79,"CD8..Tcm","ACE2",-0.0733675029552205,88187.8740428009,0.520498323862745,"Spearman's rank correlation rho","two.sided",0.716953191444548,0.520498323862745,0.718434306176747
"818","ACC","Normal",0,0,0,0,"CD8..Tcm","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
