"","Gene","Clinical.feature","Cancer","Sample.type","Sample.total","Sample.total.wData","Group1","Group2","Group3","Group4","Group5","Group1.samples","Group2.samples","Group3.samples","Group4.samples","Group5.samples","Group1.isNA.samples","Group2.isNA.samples","Group3.isNA.samples","Group4.isNA.samples","Group5.isNA.samples","term","comparison","estimate","conf.low","conf.high","adj.p.value"
"138","TMPRSS2","bmi.group","DLBC","Tumor",48,48,"level1","level2","level3","level4",NA,25,15,3,5,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.127466716208708,-1.03146702150681,1.28640045392423,0.824996176821996
"139","TMPRSS2","bmi.group","ESCA","Normal",9,9,"level1","level2","level3","level4",NA,1,1,4,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"140","TMPRSS2","bmi.group","ESCA","Tumor",161,152,"level1","level2","level3","level4",NA,84,46,16,6,NA,0,0,0,0,NA,"bmi.group","level2-level1",2.56642913085136,1.27249165374276,3.86036660795997,1.81858298609061e-05
"141","TMPRSS2","bmi.group","ESCA","Tumor",161,152,"level1","level2","level3","level4",NA,84,46,16,6,NA,0,0,0,0,NA,"bmi.group","level3-level1",3.26019603301051,1.33595026475075,5.18444180127027,0.000282940405482823
"142","TMPRSS2","bmi.group","ESCA","Tumor",161,152,"level1","level2","level3","level4",NA,84,46,16,6,NA,0,0,0,0,NA,"bmi.group","level3-level2",0.693766902159149,-1.35370104699141,2.7412348513097,0.702084808121454
"143","TMPRSS2","bmi.group","GBM","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"144","TMPRSS2","bmi.group","GBM","Tumor",152,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"145","TMPRSS2","bmi.group","HNSC","Normal",44,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"146","TMPRSS2","bmi.group","HNSC","Tumor",500,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"147","TMPRSS2","bmi.group","KICH","Normal",24,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"148","TMPRSS2","bmi.group","KICH","Tumor",65,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"149","TMPRSS2","bmi.group","KIRC","Normal",72,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"150","TMPRSS2","bmi.group","KIRC","Tumor",530,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"151","TMPRSS2","bmi.group","KIRP","Normal",32,25,"level1","level2","level3","level4",NA,6,9,5,5,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"152","TMPRSS2","bmi.group","KIRP","Tumor",288,212,"level1","level2","level3","level4",NA,50,86,41,35,NA,0,0,0,0,NA,"bmi.group","level2-level1",-0.0857204925598332,-1.02459919232609,0.853158207206426,0.995334097936539
"153","TMPRSS2","bmi.group","KIRP","Tumor",288,212,"level1","level2","level3","level4",NA,50,86,41,35,NA,0,0,0,0,NA,"bmi.group","level3-level1",-0.034851980549262,-1.14714196233426,1.07743800123574,0.999807838634297
"154","TMPRSS2","bmi.group","KIRP","Tumor",288,212,"level1","level2","level3","level4",NA,50,86,41,35,NA,0,0,0,0,NA,"bmi.group","level4-level1",0.334666222759422,-0.828829251994126,1.49816169751297,0.878727146507493
"155","TMPRSS2","bmi.group","KIRP","Tumor",288,212,"level1","level2","level3","level4",NA,50,86,41,35,NA,0,0,0,0,NA,"bmi.group","level3-level2",0.0508685120105712,-0.951055918711191,1.05279294273233,0.99918583342514
"156","TMPRSS2","bmi.group","KIRP","Tumor",288,212,"level1","level2","level3","level4",NA,50,86,41,35,NA,0,0,0,0,NA,"bmi.group","level4-level2",0.420386715319255,-0.638095821650457,1.47886925228897,0.732869962161031
"157","TMPRSS2","bmi.group","KIRP","Tumor",288,212,"level1","level2","level3","level4",NA,50,86,41,35,NA,0,0,0,0,NA,"bmi.group","level4-level3",0.369518203308684,-0.845422565525061,1.58445897214243,0.859982036577164
"158","TMPRSS2","bmi.group","LAML","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"159","TMPRSS2","bmi.group","LAML","Tumor",145,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"160","TMPRSS2","bmi.group","LGG","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"161","TMPRSS2","bmi.group","LGG","Tumor",510,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"162","TMPRSS2","bmi.group","LIHC","Normal",50,37,"level1","level2","level3","level4",NA,18,12,2,5,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"163","TMPRSS2","bmi.group","LIHC","Tumor",371,335,"level1","level2","level3","level4",NA,177,90,37,31,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.123688121183136,-0.382660054359932,0.630036296726204,0.922094470418592
"164","TMPRSS2","bmi.group","LIHC","Tumor",371,335,"level1","level2","level3","level4",NA,177,90,37,31,NA,0,0,0,0,NA,"bmi.group","level3-level1",0.316086008050037,-0.390916408391887,1.02308842449196,0.656010742029373
"165","TMPRSS2","bmi.group","LIHC","Tumor",371,335,"level1","level2","level3","level4",NA,177,90,37,31,NA,0,0,0,0,NA,"bmi.group","level4-level1",0.399234431717728,-0.362258180135357,1.16072704357081,0.529376833192143
"166","TMPRSS2","bmi.group","LIHC","Tumor",371,335,"level1","level2","level3","level4",NA,177,90,37,31,NA,0,0,0,0,NA,"bmi.group","level3-level2",0.192397886866901,-0.571404920729994,0.956200694463797,0.915357364659652
"167","TMPRSS2","bmi.group","LIHC","Tumor",371,335,"level1","level2","level3","level4",NA,177,90,37,31,NA,0,0,0,0,NA,"bmi.group","level4-level2",0.275546310534592,-0.538955567882526,1.09004818895171,0.818558536312929
"168","TMPRSS2","bmi.group","LIHC","Tumor",371,335,"level1","level2","level3","level4",NA,177,90,37,31,NA,0,0,0,0,NA,"bmi.group","level4-level3",0.0831484236676907,-0.869152606429379,1.03544945376476,0.995953074829051
"169","TMPRSS2","bmi.group","LUAD","Normal",59,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"170","TMPRSS2","bmi.group","LUAD","Tumor",512,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"171","TMPRSS2","bmi.group","LUSC","Normal",49,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"172","TMPRSS2","bmi.group","LUSC","Tumor",501,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"173","TMPRSS2","bmi.group","MESO","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"174","TMPRSS2","bmi.group","MESO","Tumor",86,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"175","TMPRSS2","bmi.group","OV","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"176","TMPRSS2","bmi.group","OV","Tumor",264,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"177","TMPRSS2","bmi.group","PAAD","Normal",4,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"178","TMPRSS2","bmi.group","PAAD","Tumor",177,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"179","TMPRSS2","bmi.group","PCPG","Normal",3,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"180","TMPRSS2","bmi.group","PCPG","Tumor",178,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"181","TMPRSS2","bmi.group","PRAD","Normal",52,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"182","TMPRSS2","bmi.group","PRAD","Tumor",495,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"183","TMPRSS2","bmi.group","READ","Normal",10,6,"level1","level2","level3","level4",NA,3,2,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"184","TMPRSS2","bmi.group","READ","Tumor",159,71,"level1","level2","level3","level4",NA,20,36,11,4,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.296060213996931,-0.194721209293473,0.786841637287335,0.231766753199332
"185","TMPRSS2","bmi.group","SARC","Normal",2,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"186","TMPRSS2","bmi.group","SARC","Tumor",259,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"187","TMPRSS2","bmi.group","SKCMmets","Normal",1,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"188","TMPRSS2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.555407477031165,-0.363230061476122,1.47404501553845,0.398649235822602
"189","TMPRSS2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level3-level1",0.363033774315576,-0.641577495245272,1.36764504387642,0.78416817161281
"190","TMPRSS2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level4-level1",0.154737237441042,-1.07468987023634,1.38416434511843,0.98789694264592
"191","TMPRSS2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level3-level2",-0.192373702715589,-1.16744089819501,0.782693492763837,0.956033329813486
"192","TMPRSS2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level4-level2",-0.400670239590122,-1.60607608239305,0.804735603212805,0.823743128372648
"193","TMPRSS2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level4-level3",-0.208296536874534,-1.48044123054635,1.06384815679729,0.974086354379329
"194","TMPRSS2","bmi.group","SKCMprimary","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"195","TMPRSS2","bmi.group","SKCMprimary","Tumor",103,90,"level1","level2","level3","level4",NA,37,33,16,4,NA,0,0,0,0,NA,"bmi.group","level2-level1",-0.391941301035659,-1.21651098254321,0.432628380471896,0.495811402738686
"196","TMPRSS2","bmi.group","SKCMprimary","Tumor",103,90,"level1","level2","level3","level4",NA,37,33,16,4,NA,0,0,0,0,NA,"bmi.group","level3-level1",-0.180019889575088,-1.21043746020566,0.850397681055483,0.908743914546591
"197","TMPRSS2","bmi.group","SKCMprimary","Tumor",103,90,"level1","level2","level3","level4",NA,37,33,16,4,NA,0,0,0,0,NA,"bmi.group","level3-level2",0.211921411460571,-0.837179472488159,1.2610222954093,0.879971779490677
"198","TMPRSS2","bmi.group","STAD","Normal",30,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"199","TMPRSS2","bmi.group","STAD","Tumor",374,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"200","TMPRSS2","bmi.group","TGCT","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"201","TMPRSS2","bmi.group","TGCT","Tumor",134,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"202","TMPRSS2","bmi.group","THCA","Normal",58,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"203","TMPRSS2","bmi.group","THCA","Tumor",502,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"204","TMPRSS2","bmi.group","THYM","Normal",2,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"205","TMPRSS2","bmi.group","THYM","Tumor",119,96,"level1","level2","level3","level4",NA,35,36,18,7,NA,0,0,0,0,NA,"bmi.group","level2-level1",-0.164742670661306,-1.0943926145448,0.764907273222191,0.906350413551126
"206","TMPRSS2","bmi.group","THYM","Tumor",119,96,"level1","level2","level3","level4",NA,35,36,18,7,NA,0,0,0,0,NA,"bmi.group","level3-level1",-0.725494768855411,-1.86140289302417,0.410413355313351,0.285157005345262
"207","TMPRSS2","bmi.group","THYM","Tumor",119,96,"level1","level2","level3","level4",NA,35,36,18,7,NA,0,0,0,0,NA,"bmi.group","level3-level2",-0.560752098194105,-1.69128946828411,0.5697852718959,0.466515518830392
"208","TMPRSS2","bmi.group","UCEC","Normal",22,21,"level1","level2","level3","level4",NA,5,2,5,9,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"209","TMPRSS2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.106488760533642,-0.541831877783819,0.754809398851103,0.974468515773791
"210","TMPRSS2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level3-level1",0.115776483827124,-0.529795657922188,0.761348625576437,0.967189756552418
"211","TMPRSS2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level4-level1",0.219585536886582,-0.361007294789316,0.800178368562479,0.763807548209946
"212","TMPRSS2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level3-level2",0.00928772329348249,-0.613313533809787,0.631888980396752,0.999979556997694
"213","TMPRSS2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level4-level2",0.11309677635294,-0.441841933179216,0.668035485885095,0.952945450179497
"214","TMPRSS2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level4-level3",0.103809053059457,-0.447916160676193,0.655534266795108,0.962411160434324
"215","TMPRSS2","bmi.group","UCS","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"216","TMPRSS2","bmi.group","UCS","Tumor",56,51,"level1","level2","level3","level4",NA,17,14,12,8,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"217","TMPRSS2","bmi.group","UVM","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"218","TMPRSS2","bmi.group","UVM","Tumor",80,53,"level1","level2","level3","level4",NA,17,22,8,6,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.402869017524452,-0.150832683250362,0.956570718299266,0.148874842125192
